target,sent_id1,sentence1,year1,text1,period1,sent_id2,sentence2,year2,text2,period2,semantic_relatedness,hate1,hate2,hate1_second,hate2_second,semantic_relatedness_second
fees,617211,14.5 . what fees are dve in this behalfe .,1591,HenrySwinburne,t1,237028,"for if there were no other endes of them ; both their fees and the offices could not continve , nor ever had begun.neither helpeth it the matter , that they say not simply , sinodes are holden for no other ende at all : but that they are holden fo• no other ende almost : for , although almost never reached home ; and so , it appeareth , that they are holden for other endes , if they had bene as willing to shewe them , as to shewe these thinges that here they picke quarrels withall : iet , if they had so done , they should have shewed , that the gathering of these fees , in very deede were no endes of sinodes at all , but allowances assigned unto them , that travelled in the sinodes , to the endes that sinodes were and are ordeined for .",1587,JohnBridges,t1,4,0,0,0,0,2
fees,620950,274forfeiture for extortion of fees .,1591,HenrySwinburne,t1,230806,[ 4648 ] ordinary fees of officers .,1587,JohnBridges,t1,4,0,0,0,0,3
winchesters,415542,[ 247 ] the 〈 … 〉 [ 248 ] winchesters wordes .,1548,AnthonyGilby,t0,726886,"the cruell and unnaturall dealing toward her highnes then , is a sufficient argument to convince this large reporter of a great untruth : how she was sent for by commission , [ 959 ] in great extremity of sicknes , to be brought alive or dead : [ 960 ] committed without cause to the tower : her servants removed from her : straitly examined : [ 961 ] her owne servants restrained to bring her diet : denied the liberty of the tower : [ 962 ] a strait watch kept round about her : in danger to be murdered : in continuall feare of her life : [ 963 ] her death by winchesters platforme intended , which by gods providence she escaped : adde hereunto stories desperate speech uttered in the parliament house , that he was not a little grieved with his ( fellow papists ) for that they laboured onely about the young and little sprigs and twigs , while they should have striken at the roote , & c. all this evidently bewrayeth what opinion they had of her maiesties resolution in religion , and what she had of theirs .",1603,AndrewWillet2,t1,4,0,0,0,0,2
winchesters,727353,"to have free accesse to rome , only to see the city , and the behaviour of the people , may by princes in their discretion to their subiects be permitted ( though i thinke it be hard for any with a good conscience , in regard of the publike offences there occurrent , so to do ) but to bring from thence a crucifixe or a picture , as a marke of the beast , can not be but dangerous : which although it be not treason in england , though a disobedience , iet adam damlip for a lesse matter by winchesters procurement was condemned of treason , for receiving a french crowne of cardinall poole in rome , only for his reliefe .",1603,AndrewWillet2,t1,148541,"and therefore there was a plot of ground , ( called the single womans churchyard ) appointed for them , farre from the parish church.in the yeare of christ 1546 . the 37 . of henry the eight , this row of stewes in southwarke was put downe [ 1275 ] by the kings commandement , which was proclaimed by sounde of trumpet , no more to be priviledged , and used as a common bordell , but the inhabitantes of the same to keepe good and honest rule as in other places of this realme & c.then next is the clinke , a gaile or prison for the trespassers in those parts , namely in old time for such as should brabble , frey , breake the peace on the said banke , or in the brothell houses , they were by the inhabitants there about apprehended , and committed to this gaile , where they were straightly imprisoned.next is the bishoppe of winchesters house , [ 1276 ] or lodging , when hee commeth to this citty : which house was first builded by william gifford , bishoppe of winchester , about the 1107 . the seventh of henry the first , upon a plot of grounde pertaining to the prior of bermondsey , as appeareth by a writte directed unto the barons of the exchequer , in the yeare one thousande thrée hundred sixty sixe , the one and fortieth yeare of edward the third , ( the bishops sea being voide ) for 8 .",1598,JohnStow,t1,4,0,0,0,0,3
winchesters,418669,[ 290 ] winchesters wordes .,1548,AnthonyGilby,t0,548324,"was not this the onely cause of winchesters , and all the papists hatred and practises against her ?",1600,MathhewSutcliffe,t1,4,0,0,0,1,4
winchesters,418669,[ 290 ] winchesters wordes .,1548,AnthonyGilby,t0,72947,"chapters , i have so fully intreated of such figuratiue speaches , that it should be but a superfluous labour here to speake of any more : but i referre the reader to those places.and if m. doctor require a further answere herein , let him looke upon the late bishop of winchesters booke , called the detection of the divels sophistry , where he writeth plainly , that when christ spake these wordes , this is my body , he made demonstration of the bread .",1580,ThomasCranmer,t1,4,0,0,0,0,4
winchesters,631724,"for all i coinected with my self that thes bretheren whiche were so instante upon me in this behalfe were more moved withe a certain indignation against winchesters most importune boastindes , then i t they perceaved my silence to be any great hinderaunce to gods church .",1549,MartinBucer,t0,148541,"and therefore there was a plot of ground , ( called the single womans churchyard ) appointed for them , farre from the parish church.in the yeare of christ 1546 . the 37 . of henry the eight , this row of stewes in southwarke was put downe [ 1275 ] by the kings commandement , which was proclaimed by sounde of trumpet , no more to be priviledged , and used as a common bordell , but the inhabitantes of the same to keepe good and honest rule as in other places of this realme & c.then next is the clinke , a gaile or prison for the trespassers in those parts , namely in old time for such as should brabble , frey , breake the peace on the said banke , or in the brothell houses , they were by the inhabitants there about apprehended , and committed to this gaile , where they were straightly imprisoned.next is the bishoppe of winchesters house , [ 1276 ] or lodging , when hee commeth to this citty : which house was first builded by william gifford , bishoppe of winchester , about the 1107 . the seventh of henry the first , upon a plot of grounde pertaining to the prior of bermondsey , as appeareth by a writte directed unto the barons of the exchequer , in the yeare one thousande thrée hundred sixty sixe , the one and fortieth yeare of edward the third , ( the bishops sea being voide ) for 8 .",1598,JohnStow,t1,4,0,0,1,0,3
winchesters,727353,"to have free accesse to rome , only to see the city , and the behaviour of the people , may by princes in their discretion to their subiects be permitted ( though i thinke it be hard for any with a good conscience , in regard of the publike offences there occurrent , so to do ) but to bring from thence a crucifixe or a picture , as a marke of the beast , can not be but dangerous : which although it be not treason in england , though a disobedience , iet adam damlip for a lesse matter by winchesters procurement was condemned of treason , for receiving a french crowne of cardinall poole in rome , only for his reliefe .",1603,AndrewWillet2,t1,72947,"chapters , i have so fully intreated of such figuratiue speaches , that it should be but a superfluous labour here to speake of any more : but i referre the reader to those places.and if m. doctor require a further answere herein , let him looke upon the late bishop of winchesters booke , called the detection of the divels sophistry , where he writeth plainly , that when christ spake these wordes , this is my body , he made demonstration of the bread .",1580,ThomasCranmer,t1,4,0,0,0,0,4
winchesters,416788,[ 503 ] winchesters wordes .,1548,AnthonyGilby,t0,548324,"was not this the onely cause of winchesters , and all the papists hatred and practises against her ?",1600,MathhewSutcliffe,t1,4,0,0,0,1,4
winchesters,417850,[ 228 ] marcke my lordes intent [ 229 ] winchesters wordes [ 230 ] the answere [ 231 ] deut .,1548,AnthonyGilby,t0,150652,"dve to the monkes bermondsey , for the bishop of winchesters lodging in southwarke .",1598,JohnStow,t1,4,0,0,0,0,3
