target,sent_id1,sentence1,year1,text1,period1,sent_id2,sentence2,year2,text2,period2,semantic_relatedness,hate1,hate2
heremites,7310,"for all this time the prestes hadde their wives , and the monkes were at their liberte , to goo or to come , excepte it were a certen of them whiche upon their owne braine , wholly addicted themselves to that rule , withoute either counsellpage xixor commaundemente of god , to make [ 118 ] sathan apere the aungell of lighte to the excecated worlde , as the sequele here declareth.i reade in the chronicle of cirillus the greke heremite , de processu sui ordinis ad abbatem ioachim , that aymericus a [ 119 ] frenche man , beinge the popes legate and patriarke of antioche , gathered togither by vertu of his commission , a certen nombre of dispersed heremites in the mounte of carmelus .",1550,JohnBale,t0,160519,"for the christen pfection doth not stande in the contempte and despising of civile ordenaunces : but in the motions of the harte , in the great feare of god , in great faith , as abrahā , david , daniel , even in those great riches and empires were no lesse pfecte , than any heremites .",1536,Anonymous2,t0,4,0,0
heremites,728924,"nay we are sure they were none such : for the auncient bishops of rome , the monks and heremites of former time , were of a divers faith and iudgement in religion , then now the popery and monkery of the romish church is : for otherwise the apostle telleth us directly , [ 482 ] that no idolaters shall inherit the kingdome of god .",1603,AndrewWillet2,t1,311310,"about which things farther to conferre with your brotherhode herein , we have sent a devout & religious man eliarhardus , reader and brother of the heremites of s. augustine , and chaplaine of our courte : whome about the premisses we desire with speedy expedition to be sent to us again.dated at franckforde the 14 day of iune in the 24 . yeare of oure raigne , and 14 . of our empire.the answere of the king of england , to the emperour .",1583,JohnFoxe,t1,4,0,0
presbiteros,440608,there is presbiteros called an elder.more .,1532,ThomasMore,t0,441891,"for ellis i wolde not call it heresy , if one wolde translate presbiteros a blok : but i wold say he were a blok he d.",1532,ThomasMore,t0,4,0,0
presbiteros,442193,is presbiteros here called an elder in i e olde latine translaciō ?,1532,ThomasMore,t0,205941,"elders , and eldership : you meane presbiteros , and presbyterium , [ 3975 ] that is to say priestes , and priesthood .",1584,JohnRainolds,t1,4,0,0
presbiteros,441957,"i finde there this word seniores , where the greke chirch used in their langage presbiteros .",1532,ThomasMore,t0,442193,is presbiteros here called an elder in i e olde latine translaciō ?,1532,ThomasMore,t0,4,0,0
presbiteros,442193,is presbiteros here called an elder in i e olde latine translaciō ?,1532,ThomasMore,t0,441891,"for ellis i wolde not call it heresy , if one wolde translate presbiteros a blok : but i wold say he were a blok he d.",1532,ThomasMore,t0,4,0,0
presbiteros,442131,"for here he saith [ a ] that i make it heresy to call presbiteros an elder , which thing i never sayd nor thought .",1532,ThomasMore,t0,220521,"as where in [ 4933 ] the canons collected by isidore touching the order of keeping councels , he saith that sacerdotes first must enter in , and after them presbitery : your [ 4934 ] lawier noteth on it , vide ut sacerdotes vocet episcopos veteri more , quem ignorantesplerique presbiteros sacerdotes appellari promiscuè stuliè opinantur .",1584,JohnRainolds,t1,4,0,0
presbiteros,441891,"for ellis i wolde not call it heresy , if one wolde translate presbiteros a blok : but i wold say he were a blok he d.",1532,ThomasMore,t0,205941,"elders , and eldership : you meane presbiteros , and presbyterium , [ 3975 ] that is to say priestes , and priesthood .",1584,JohnRainolds,t1,4,0,0
presbiteros,347022,"in quo impletur & illud quod apostolus dicit : sy quis autem infirmatur , vocet presbiteros ecclesiae & imponant ey manus , vngenteseum oleo , in nomine domini , & oratio fidei saluabit infirmum , & sy in peccatis fuerit , remittentur ey .",1586,Anonymous4,t1,215215,"wherein , if you translate sacerdotes , bishops , and presbiteros , priests : then your lawier saith ( which were a wise speech ) that isidore calleth bishops bishops , after the old maner , which many not knowing do folishly think that priests are called bishops indifferently.hart .",1584,JohnRainolds,t1,4,0,0
presbiteros,205941,"elders , and eldership : you meane presbiteros , and presbyterium , [ 3975 ] that is to say priestes , and priesthood .",1584,JohnRainolds,t1,211310,"which is , to take away the office of sacrificing , and other functions of priestes , proper in the new testament to such as the apostles often , and the posterity in maner altogither doo call priestes , presbiteros .",1584,JohnRainolds,t1,4,0,0
presbiteros,403356,againe : ecclesiasticall senate is an assembly of elders & c. and againe : cum hic senatus 〈 in non - latin alphabet 〉 a paulo appellatur : presbiteros esse hos senatores necesse est .,1593,RichardBancroft,t1,119160,"and afterward , precor , ut iubeas presbiteros eiusdem loci suscipere velum à latore , quod à nobis missum est , & deinceps praecipere , in ecclesia christi istiusmodi vela , quae contra religionem nostram veniunt , non appendi .",1602,MatthewSutcliffe,t1,4,0,0
presbiteros,440608,there is presbiteros called an elder.more .,1532,ThomasMore,t0,500831,"quod sy fortè necessitas postulauerit , ut sacerdos , [ 92 ] tanquam inutilis , & indignus , à cura gregis debeat remoueri , agendum est ordinatè apud episcopum , & c. but if happely necessity require , that a priest as unprofitable and unworthy , ought to be removed from the charge of his flocke , you must ordinarily repaire unto the bishoppe , againe , dictum est nobis presbiteros propter svam negligentiam canonicè degradatos .",1584,RichardCosin,t1,4,0,0
polidorus,466722,"4 . alphredus beuerlacēsis , [ 129 ] ranulphus , cestrensis , ioannes harding , robertus fabian , tritemius in cōpendio volateranus & polidorus.¶an history to their ghostly purpose but se here i e cōueyaūce of thise spirtiual gentill men in playstering up their vnsauery sorceries .",1551,JohnBale,t0,283655,"1 . but polidorus saith aluritius , then elphegus , & c.about the same time in the yeare of our lord , [ 2364 ] 995 . aldunus bishop , translated the body of s. cuthbert from chester ( which first was in a northren iland then at rochester ) to durelme or dunoline .",1583,JohnFoxe,t1,4,0,0
polidorus,467746,"annorū , rogerus houeden , giraldus cambrensis , mattheus paris , polidorus , & ranulphus.page lxxx ☞ the kinge enprisoneth the canons wives of paules .",1551,JohnBale,t0,311293,polidorus speaking onely of their burning maketh no mentiō of hanging .,1583,JohnFoxe,t1,4,0,0
polidorus,81972,"with [ 23 ] my ways is best hold thy hande fro my throte there was till they had broughte it to the mysshapenfor me , that it is nowe in polidorus virgilius dothe [ 24 ] plainly manifest .",1548,Anonymous,t0,470133,"platina , petrus equilinus , fabianus et polidorus.¶an english monkes peramoure , is a pope.the monastery of fulda in germany , [ 406 ] was in those days much frequented of english monkes , by••use it was first buylded of the forseyd archebishop boniface , which was an englishe man borne , a yonge wenche borne and brought up in maguncia thereby , gilberta by name , [ 407 ] so minded one of those monkes , that she changed her apparell , and went away with him like a waitinge boy or lackey into straunge landes , and became in all sciences of learninge very counynge , and was called englishe iohan .",1551,JohnBale,t0,4,0,0
